wk,day,date,time,result,home,away,attendance,venue,referee,match_report,season,mean_points_home,mean_score_home,mean_points_away,mean_score_away,b365h,b365d,b365a,bwh,bwd,bwa,iwh,iwd,iwa,psh,psd,psa,whh,whd,wha,vch,vcd,vca,max_h,max_d,max_a,avg_h,avg_d,avg_a,bet,wager_h,wager_d,wager_a,wager_total,profit,cum_profit
26,Sat,2021-03-06,21:00 (14:00),A,Osasuna,Barcelona,NA,Estadio El Sadar,Guillermo Cuadra,Match Report,2021,1.75,1.25,3,2.75,5.75,4.5,1.5,6.25,4.25,1.53,6,4.4,1.53,6.37,4.68,1.53,6.5,4.33,1.52,6,4.4,1.5,7,4.75,1.6,6.09,4.45,1.52,1,0.14601344860710855,0.21517771373679154,0.6388088376560999,1,0.022094140249759864,1.5734708018768468
26,Sun,2021-03-07,15:00 (08:00),D,Fiorentina,Parma,NA,Stadio Artemio Franchi,Rosario Abisso,Match Report,2021,1.5,1.5,0.5,1,1.9,3.5,4.1,1.87,3.6,4.2,1.95,3.5,4.1,1.98,3.56,4.2,1.95,3.4,4.2,1.9,3.3,4.4,1.99,3.79,4.4,1.93,3.5,4.11,1,0.505730254957679,0.26554174336827996,0.22872800167404114,1,0.0064032073657811495,1.579874009242628
26,Sun,2021-03-07,15:00 (08:00),H,Crotone,Torino,NA,Stadio Ezio Scida,Marco Guida,Match Report,2021,0.75,1.25,1.25,1.5,3.6,3.4,2.05,3.7,3.3,2.1,3.85,3.4,2,3.86,3.41,2.13,3.8,3.3,2.05,3.9,3.2,2.05,4,3.55,2.16,3.76,3.36,2.07,1,0.25134390979415233,0.2832044054018618,0.4654516848039858,1,0.005375639176609326,1.5852496484192373
26,Sun,2021-03-07,18:30 (11:30),H,Real Sociedad,Levante,NA,Estadio Municipal de Anoeta,César Soto,Match Report,2021,2,2.75,1.75,1.75,1.44,4.33,7.5,1.45,4.33,7.5,1.47,4.4,6.75,1.49,4.47,7.74,1.47,4.2,7.5,1.44,4.4,7,1.54,4.6,7.74,1.47,4.39,7.07,1,0.6519971579047604,0.2182773093855068,0.1297255327097327,1,0.004075623173330989,1.5893252715925683
27,Sun,2021-03-07,14:00 (08:00),A,Liverpool,Fulham,NA,Anfield,Kevin Friend,Match Report,2021,0,0.25,1.5,1.25,1.36,5,8.5,1.4,4.75,7.75,1.37,5.25,7.75,1.42,4.92,8.54,1.36,4.75,9.5,1.36,5,8.5,1.44,5.35,9.5,1.38,4.98,8.39,1,0.7038596296860502,0.18945006855101165,0.10669030176293813,1,0.01355786674791215,1.6028831383404805
27,Sun,2021-03-14,18:00 (12:00),A,Cagliari,Juventus,NA,Sardegna Arena,Giampaolo Calvarese,Match Report,2021,1,0.5,1,0.75,6,4,1.55,6,4.2,1.55,6,4.2,1.55,6.39,4.41,1.56,6.5,4,1.53,6.5,4,1.53,6.75,4.5,1.59,5.98,4.22,1.55,1,0.14825174825174825,0.22237762237762237,0.6293706293706294,1,6.993006993007977e-4,1.6035824390397813
2,Wed,2021-03-17,19:00 (13:00),H,Sevilla,Elche,NA,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,Match Report,2021,2.25,1.25,0,0.75,1.4,4.5,8,1.4,4.5,8.5,1.43,4.6,7.75,1.45,4.51,8.7,1.42,4.33,8.5,1.4,4.5,8,1.48,4.75,9.01,1.42,4.47,8.1,1,0.677579822140739,0.2111196077406934,0.11130057011856756,0.9999999999999999,0.0028181367682935665,1.6064005758080748
28,Sat,2021-03-20,14:00 (08:00),D,Athletic Club,Eibar,NA,San Mamés,Valentín Pizarro,Match Report,2021,2,2.25,0.25,0.5,1.75,3.6,4.75,1.78,3.8,4.5,1.8,3.5,4.8,1.84,3.74,4.71,1.83,3.5,4.5,1.75,3.5,4.75,1.88,3.8,4.9,1.81,3.59,4.61,1,0.5323650503202196,0.26338060384263495,0.20425434583714544,1,8.462946020126871e-4,1.6072468704100875
28,Sun,2021-03-21,18:00 (12:00),A,Fiorentina,Milan,NA,Stadio Artemio Franchi,Marco Guida,Match Report,2021,1,1.75,2.25,1.5,3.6,3.4,2.1,3.5,3.3,2.15,3.45,3.35,2.15,3.56,3.44,2.22,3.4,3.3,2.2,3.5,3.2,2.15,3.6,3.6,2.27,3.44,3.36,2.17,1,0.2788697788697789,0.2788697788697789,0.44226044226044225,1,0.0039312039312038305,1.6111780743412913
28,Sun,2021-03-21,14:00 (08:00),D,Getafe,Elche,NA,Coliseum Alfonso Pérez,Alejandro Hernández,Match Report,2021,1.25,0.75,0,0.5,1.83,3.25,4.75,1.85,3.1,5.25,1.9,3.1,5,1.93,3.13,5.37,1.85,3.1,5.25,1.83,3.2,5,1.96,3.26,5.5,1.88,3.11,5.07,1,0.510832032273872,0.3071260071339844,0.1820419605921435,0.9999999999999999,0.0012307832567890475,1.6124088575980804
27,Sat,2021-04-03,15:30 (08:30),A,Dortmund,Eint Frankfurt,NA,Signal Iduna Park,Manuel Gräfe,Match Report,2021,2.5,2.5,1.75,2.5,1.72,4.2,4.2,1.78,4,4.25,1.85,3.85,3.95,1.83,4.01,4.38,1.75,3.9,4.33,1.8,4,4,1.86,4.25,4.58,1.79,3.99,4.2,1,0.5423697643833173,0.23736653217716946,0.22026370343951315,1,0.008807761752970267,1.6212166193510507
29,Sat,2021-04-03,15:00 (08:00),D,Genoa,Fiorentina,NA,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,2021,1.5,1.5,1,1.5,3.3,3,2.37,3.2,3,2.45,3.25,3,2.45,3.41,3.01,2.52,3.25,2.9,2.5,3.25,3,2.4,3.48,3.17,2.55,3.25,2.98,2.46,1,0.2888088577339035,0.3170519952410045,0.3941391470250919,1,0.005054824913984346,1.626271444265035
31,Sat,2021-04-03,13:00 (06:00),H,Monaco,Metz,NA,Stade Louis II.,Johan Hamel,Match Report,2021,2,1.5,1.75,1.5,1.44,4.5,7,1.45,4.4,7.25,1.43,5.25,6.25,1.46,4.6,6.82,1.42,4.4,7.5,1.45,4.4,7.5,1.5,5.25,7.5,1.45,4.57,6.91,1,0.6730769230769231,0.1923076923076923,0.1346153846153846,1,0.009615384615384581,1.6358868288804196
30,Sat,2021-04-03,17:30 (11:30),A,Leicester City,Manchester City,NA,King Power Stadium,Anthony Taylor,Match Report,2021,1.5,2.5,3,2.75,6,4.2,1.53,6.25,4.1,1.55,6.75,3.85,1.57,6.24,4.12,1.61,6.5,4,1.55,6,4,1.57,6.75,4.33,1.63,6.16,4.07,1.57,1,0.1492538260316064,0.23267051402155733,0.6180756599468363,1,0.007463325713343183,1.6433501545937628
31,Sun,2021-04-04,13:00 (06:00),D,Angers,Montpellier,NA,Stade Raymond Kopa,Florent Batta,Match Report,2021,1,1.5,1.5,1,2.62,3.2,2.75,2.55,3.3,2.8,2.65,3.2,2.75,2.75,3.34,2.79,2.62,3.2,2.75,2.6,3.13,2.75,2.77,3.42,2.92,2.61,3.26,2.77,1,0.3625064432521907,0.2936090198270668,0.3438845369207426,1,0.0041428478085683285,1.647493002402331
29,Mon,2021-04-05,21:00 (14:00),H,Barcelona,Valladolid,NA,Camp Nou,Santiago Jaime,Match Report,2021,2.5,3.25,0.75,0.5,1.12,9,19,1.13,9,18.5,1.12,8,25,1.13,9.82,22.55,1.12,8.5,21,1.1,9.5,22,1.17,9.9,26,1.13,9.05,20.1,1,0.8597108245408364,0.10160218835482611,0.03868698710433763,1.0000000000000002,0.0058616647127784915,1.6533546671151096
30,Sun,2021-04-11,15:00 (08:00),A,Sampdoria,Napoli,NA,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,2021,1.75,1.25,1.75,1.75,4.75,3.75,1.72,4.75,4,1.7,4.6,3.95,1.73,4.84,4.03,1.75,4.75,4,1.7,4.5,3.7,1.75,5.1,4.11,1.8,4.65,3.92,1.73,1,0.19707504195636538,0.24454567250059933,0.5583792855430353,1,0.0050827139774636265,1.6584373810925732
30,Sun,2021-04-11,18:00 (11:00),H,Roma,Bologna,NA,Stadio Olimpico,Marco Guida,Match Report,2021,1.5,1.25,1,1.25,1.72,4,4.33,1.67,4.1,4.75,1.75,4.1,4.3,1.78,4.17,4.48,1.7,4.2,4.6,1.75,3.8,4.4,1.8,4.35,4.75,1.74,4.05,4.44,1,0.5578052237294999,0.2308159546466896,0.21137882162381047,1,0.004049402713099948,1.6624867838056732
31,Sun,2021-04-11,16:30 (10:30),A,Tottenham,Manchester Utd,NA,Tottenham Hotspur Stadium,Chris Kavanagh,Match Report,2021,2.25,2.5,1.5,0.75,2.87,3.4,2.45,2.9,3.4,2.45,2.85,3.4,2.5,2.9,3.49,2.56,2.88,3.4,2.45,2.88,3.4,2.45,2.98,3.65,2.59,2.87,3.44,2.49,1,0.3370387932417545,0.2751713983179256,0.3877898084403199,1,0.004375603860428567,1.6668623876661017
31,Mon,2021-04-12,18:00 (12:00),H,West Brom,Southampton,NA,The Hawthorns,Simon Hooper,Match Report,2021,1.25,0.5,0.75,1,3.6,3.3,2.1,3.6,3.1,2.2,3.5,3.25,2.2,3.69,3.34,2.21,3.5,3.2,2.2,3.4,3.3,2.2,3.7,3.58,2.24,3.55,3.28,2.19,1,0.27134794201643136,0.28044340375999893,0.44820865422356965,1,0.003987385460796133,1.6708497731268979
33,Sun,2021-04-18,16:15 (09:15),H,Atlético Madrid,Eibar,NA,Estadio Wanda Metropolitano,César Soto,Match Report,2021,1.75,1,0.25,0.25,1.4,4.33,9,1.42,4.33,8.5,1.4,4.4,9.5,1.45,4.32,9.53,1.44,4.2,8.5,1.44,4.1,8,1.5,4.4,9.53,1.44,4.25,8.51,1,0.6674200582552088,0.2275295653142757,0.10505037643051555,1,0.001130087382813283,1.6719798605097111
32,Wed,2021-04-21,20:45 (13:45),H,Juventus,Parma,NA,Allianz Stadium,Piero Giacomelli,Match Report,2021,2.25,2,0.75,2.5,1.25,6,11,1.26,6,11,1.27,6,11,1.24,6.09,11.43,1.25,5.8,13,1.22,6,13,1.3,6.75,13.25,1.26,6.09,11.29,1,0.7747698971304818,0.14921494315105577,0.07601515971846237,1,0.007200866269626349,1.6791807267793375
31,Wed,2021-04-21,21:00 (14:00),H,Alavés,Villarreal,NA,Estadio de Mendizorroza,Adrián Cordero,Match Report,2021,1,0.75,2.25,3,4.33,3.6,1.83,4.1,3.5,1.91,4.3,3.45,1.9,4.5,3.65,1.89,4.33,3.4,1.91,4.1,3.5,1.9,4.6,3.65,2,4.31,3.5,1.89,1,0.21928507059176933,0.2763592670471613,0.5043556623610693,1,0.008711324722138869,1.6878920515014764
33,Sat,2021-04-24,15:00 (08:00),H,Genoa,Spezia,NA,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,2021,1,1.25,0,0.75,2.45,2.9,3.25,2.45,3,3.2,2.45,3,3.2,2.5,3.06,3.39,2.5,2.9,3.25,2.4,3.1,3.2,2.58,3.24,3.39,2.48,3,3.22,1,0.39102851650112147,0.31137455943607817,0.29759692406280036,1,0.00885357257289332,1.6967456240743697
31,Sun,2021-04-25,18:00 (11:00),H,M'Gladbach,Arminia,NA,Stadion im Borussia-Park,Robert Hartmann,Match Report,2021,1.5,1.75,1.25,0.75,1.6,4.2,5.25,1.57,3.8,6.5,1.63,4,5.5,1.64,3.9,6.29,1.6,3.8,5.8,1.6,4.2,5.25,1.68,4.2,6.5,1.62,3.87,5.88,1,0.6029684601113172,0.2411873840445269,0.15584415584415587,1,0.01298701298701288,1.7097326370613826
33,Sun,2021-04-25,18:00 (11:00),H,Cagliari,Roma,NA,Sardegna Arena,Massimiliano Irrati,Match Report,2021,1.5,1.5,1,1.25,2.45,3.8,2.55,2.45,3.8,2.65,2.5,3.65,2.65,2.6,3.79,2.68,2.55,3.6,2.62,2.55,3.4,2.7,2.65,3.93,2.73,2.51,3.7,2.63,1,0.37807237322000575,0.25493429746387153,0.3669933293161228,1,0.0018917890330152343,1.7116244260943978
32,Sun,2021-04-25,16:15 (09:15),A,Villarreal,Barcelona,NA,Estadio de la Cerámica,Carlos del Cerro,Match Report,2021,0.75,1,2.25,2.75,4.5,4.2,1.66,4.6,4.25,1.67,4.6,4.3,1.65,4.78,4.61,1.67,4.75,4.2,1.67,4.5,4.2,1.67,5.03,4.61,1.73,4.61,4.32,1.67,1,0.20005518556145035,0.21828147144774304,0.5816633429908066,1,0.006277583374095341,1.7179020094684931
33,Sun,2021-04-25,14:00 (08:00),D,Leeds United,Manchester Utd,NA,Elland Road,Craig Pawson,Match Report,2021,1.25,0.75,2,1.25,4,4.2,1.75,4.1,4,1.8,4,4.1,1.8,4.17,4.2,1.83,4,4,1.8,4.1,3.9,1.8,4.3,4.25,1.92,4.05,4.05,1.82,1,0.235219509382837,0.23798679772851747,0.5267936928886455,1,0.011443890346199304,1.7293458998146924
32,Mon,2021-04-26,21:00 (14:00),A,Eibar,Real Sociedad,NA,Estadio Municipal de Ipurúa,Jorge Figueroa,Match Report,2021,0.5,0.75,1.25,1,4,3.6,1.85,4.2,3.5,1.9,3.9,3.45,1.97,4.42,3.66,1.91,4.2,3.4,1.95,4.1,3.4,1.91,4.48,3.66,2.02,4.14,3.47,1.92,1,0.22513063496510313,0.27556973897367815,0.49929962606121875,1,0.008585244643661838,1.7379311444583543
33,Wed,2021-04-28,19:00 (12:00),D,Athletic Club,Valladolid,NA,San Mamés,Adrián Cordero,Match Report,2021,2,1.25,0.75,0.5,1.85,3.2,5,1.8,3.25,5.25,1.85,3.3,4.7,1.9,3.19,5.4,1.83,3.2,5.25,1.85,3.3,4.6,1.93,3.36,5.5,1.86,3.22,5.04,1,0.5193958369636704,0.2983434420654416,0.18226072097088797,1,0.0024339653398837147,1.740365109798238
34,Sat,2021-05-01,15:00 (08:00),D,Hellas Verona,Spezia,NA,Stadio Marc'Antonio Bentegodi,Manuel Volpi,Match Report,2021,0,0.25,0,0.75,2.05,3.6,3.4,2.1,3.5,3.5,2.2,3.5,3.25,2.13,3.67,3.55,2.1,3.5,3.5,2.05,3.3,3.7,2.2,3.71,3.7,2.09,3.54,3.48,1,0.4571247793799327,0.2710712977455127,0.2718039228745546,1,0.005674514635852113,1.74603962443409
34,Sun,2021-05-02,16:15 (09:15),H,Villarreal,Getafe,NA,Estadio de la Cerámica,Javier Estrada,Match Report,2021,0.75,1,1,1.25,2.1,2.9,4.1,2.1,3,4.2,2.2,3,3.8,2.24,3.08,3.97,2.2,2.9,4,2.1,3.1,3.75,2.26,3.15,4.2,2.18,3.01,3.92,1,0.4433497536945813,0.31808585503166786,0.23856439127375087,1,0.0019704433497536034,1.7480100677838437
35,Sun,2021-05-02,15:00 (08:00),H,Lorient,Angers,NA,Stade Yves Allainmat - Le Moustoir,Willy Delajod,Match Report,2021,2.5,2,1.25,0.25,1.83,3.6,4.33,1.85,3.75,4.1,1.83,3.6,4.4,1.88,3.8,4.38,1.85,3.5,4.2,1.83,3.3,4.5,1.98,3.81,4.55,1.87,3.6,4.26,1,0.511548233461106,0.2658439638459291,0.22260780269296485,1,0.012865502252989991,1.7608755700368337
32,Sat,2021-05-08,18:30 (11:30),H,Bayern Munich,M'Gladbach,NA,Allianz Arena,Tobias Stieler,Match Report,2021,2.5,2.75,1,2,1.33,5.75,7.5,1.36,5.25,7.75,1.37,5.75,7,1.38,5.61,8.02,1.35,5.25,7.5,1.33,5.5,7.5,1.4,6.1,8.8,1.37,5.48,7.64,1,0.7201502548966998,0.16528038636973438,0.11456935873356586,1,0.008210356855379741,1.7690859268922134
35,Sat,2021-05-08,14:00 (07:00),D,Alavés,Levante,NA,Estadio de Mendizorroza,Carlos del Cerro,Match Report,2021,1.75,1.25,0.75,0.25,2.1,3.4,3.5,2.05,3.4,3.75,2.05,3.3,3.9,2.24,3.31,3.64,2.15,3.3,3.5,2.15,3.4,3.5,2.25,3.45,3.9,2.17,3.32,3.54,1,0.4486121530382596,0.29257314328582146,0.258814703675919,1,0.00937734433608406,1.7784632712282975
35,Sun,2021-05-09,19:00 (13:00),H,Arsenal,West Brom,NA,Emirates Stadium,Peter Bankes,Match Report,2021,1,0.75,1,1.75,1.44,4.5,7,1.45,4.6,7,1.47,4.5,6.5,1.47,4.7,7.6,1.47,4.33,7,1.45,4.4,7.5,1.54,4.75,7.6,1.47,4.53,7.01,1,0.6549465701482247,0.2123405722164771,0.1327128576352982,0.9999999999999999,0.008617718028266053,1.7870809892565636
36,Wed,2021-05-12,20:15 (14:15),A,Chelsea,Arsenal,NA,Stamford Bridge,Andre Marriner,Match Report,2021,1.75,1.5,2,2.25,1.65,4,5,1.7,3.8,5,1.73,3.75,4.9,1.75,3.88,5.17,1.73,3.7,5,1.7,3.7,5.25,1.81,4,5.3,1.73,3.8,5.04,1,0.5574106696815923,0.2522283280309205,0.1903610022874872,0.9999999999999999,0.008913312123682182,1.7959943013802457
36,Thu,2021-05-13,20:45 (13:45),H,Crotone,Hellas Verona,NA,Stadio Ezio Scida,Luca Massimi,Match Report,2021,0,0.75,0.75,1.25,3.6,3.75,1.9,3.9,3.6,1.95,3.8,3.85,1.9,3.86,4.06,1.91,3.9,3.8,1.88,4.1,3.6,1.87,4.1,4.18,2.01,3.77,3.9,1.91,1,0.24871524653057356,0.24395514611850522,0.5073296073509213,1,0.01973251077535143,1.8157268121555972
19,Thu,2021-05-13,18:00 (12:00),D,Aston Villa,Everton,NA,Villa Park,Martin Atkinson,Match Report,2021,1,1.75,1.75,0.5,2.7,3.4,2.6,2.65,3.4,2.65,2.8,3.35,2.55,2.82,3.5,2.62,2.62,3.3,2.62,2.7,3.4,2.6,2.82,3.63,2.75,2.72,3.44,2.61,1,0.3568479414887342,0.27722071487554556,0.3659313436357202,1,0.006311194998230407,1.8220380071538276
37,Sun,2021-05-16,15:00 (08:00),D,Benevento,Crotone,NA,Stadio Ciro Vigorito,Piero Giacomelli,Match Report,2021,0.25,1.25,0.75,2.25,1.45,4.75,6,1.53,4.6,5.5,1.5,4.8,5.75,1.51,4.77,6.13,1.47,4.5,6.5,1.44,4.5,7,1.59,4.9,7,1.5,4.67,6.03,1,0.6444824411416545,0.20912797579902667,0.14638958305931868,0.9999999999999999,0.024727081415230723,1.8467650885690583
37,Sun,2021-05-16,18:00 (11:00),A,Parma,Sassuolo,NA,Stadio Ennio Tardini,Marco Piccinini,Match Report,2021,0,1.75,2.25,1.5,5.25,4.75,1.53,5.5,4.33,1.57,5.5,4.7,1.53,5.72,4.39,1.58,5.8,4.33,1.55,6,4.33,1.5,6,4.75,1.65,5.52,4.43,1.56,1,0.1695052716950527,0.21411192214111924,0.6163828061638281,1,0.017031630170316392,1.8637967187393747
37,Sun,2021-05-16,18:30 (11:30),A,Cádiz,Elche,NA,Estadio Nuevo Mirandilla,César Soto,Match Report,2021,1.75,1,0.25,0.5,3.2,3.1,2.35,3.1,3.1,2.45,3.2,3.1,2.4,3.35,3.21,2.38,3.2,3.1,2.4,3.13,3.13,2.38,3.45,3.29,2.5,3.21,3.13,2.4,1,0.29166149536355734,0.30584564103473344,0.40249286360170916,1,0.006232159004272875,1.8700288777436476
37,Sun,2021-05-16,21:00 (14:00),H,Monaco,Rennes,NA,Stade Louis II.,Benoît Bastien,Match Report,2021,1.75,2.25,1.75,2,1.65,4,4.75,1.67,4.1,4.75,1.7,3.9,4.8,1.72,4.03,5,1.67,3.7,5.25,1.67,3.7,5,1.74,4.1,5.55,1.69,3.92,4.94,1,0.5754058564709453,0.24419663177059625,0.1803975117584585,1,0.0012061902594449059,1.8712350680030925
37,Sun,2021-05-16,21:00 (14:00),H,Paris S-G,Reims,NA,Parc des Princes,Clément Turpin,Match Report,2021,1.5,1.5,2,1.25,1.1,10,23,1.11,9.75,21,1.12,9.5,23,1.13,10.34,20.82,1.11,8.5,23,1.07,10,26,1.14,11,33.44,1.11,9.78,22.15,1,0.8789452656811826,0.09109069117059528,0.02996404314822213,1,0.0019976028765480436,1.8732326708796405
37,Sun,2021-05-16,21:00 (14:00),D,Lille,Saint-Étienne,NA,Stade Pierre-Mauroy,Jérôme Brisard,Match Report,2021,1.75,1.5,2.25,1.75,1.33,5,9.5,1.36,5,8.75,1.33,4.8,11,1.37,4.95,10.35,1.36,4.5,9.5,1.33,4.6,9.5,1.42,5.1,11,1.36,4.84,9.35,1,0.7104683265368152,0.1978166713102505,0.09171500215293434,1,0.008865023682277373,1.8820976945619179
37,Tue,2021-05-18,19:00 (13:00),H,Brighton,Manchester City,7945,The American Express Community Stadium,Stuart Attwell,Match Report,2021,2,1.5,3,2.5,7,4.5,1.45,6.75,4.4,1.48,6.5,4.4,1.5,6.89,4.53,1.49,7,4.2,1.47,7.5,4.5,1.45,7.5,4.7,1.53,6.93,4.49,1.49,1,0.13337413754729577,0.21283107055419542,0.6537947918985089,1,3.0603160471831536e-4,1.8824037261666362
38,Sat,2021-05-22,18:00 (11:00),A,Valladolid,Atlético Madrid,NA,Estadio Municipal José Zorrilla,José Sánchez,Match Report,2021,0.5,0.75,1.25,0.75,9,5.25,1.33,9,5.25,1.33,8.75,5.25,1.35,9.45,5.47,1.35,10,5,1.33,9,5,1.33,10.75,5.75,1.37,9.2,5.27,1.34,1,0.09331595936861434,0.17446027186306157,0.7322237687683241,1,0.003146563212603981,1.8855502893792402
38,Sun,2021-05-23,20:45 (13:45),A,Bologna,Juventus,NA,Stadio Renato Dall'Ara,Paolo Valeri,Match Report,2021,1.25,2,1.75,1.5,10.5,7,1.22,10,6.75,1.25,10,6.75,1.25,13.28,6.69,1.24,13,6,1.24,13,6.5,1.2,13.28,7.1,1.28,11.64,6.62,1.24,1,0.07549778025892548,0.1412127495547226,0.7832894701863519,1,0.0026105218385303885,1.8881608112177706
38,Sun,2021-05-23,20:45 (13:45),H,Sassuolo,Lazio,NA,Stadio Città del Tricolore,Alessandro Prontera,Match Report,2021,1.75,1.5,0.75,0.75,1.9,4.33,3.25,1.95,4.25,3.3,1.9,4.3,3.4,1.93,4.58,3.42,1.95,4.2,3.4,1.91,3.9,3.6,2,4.6,3.68,1.93,4.34,3.38,1,0.5054945054945055,0.21978021978021978,0.27472527472527475,1,0.01098901098901095,1.8991498222067815
38,Sun,2021-05-23,21:00 (14:00),A,Reims,Bordeaux,NA,Stade Auguste-Delaune II,Jérôme Brisard,Match Report,2021,0.5,0.75,0,0.75,2.55,2.87,3.25,2.45,2.85,3.4,2.55,2.9,3.2,2.61,2.9,3.32,2.5,2.9,3.2,2.4,3.1,3,2.65,3.1,3.4,2.54,2.89,3.22,1,0.3796146227264542,0.3245092742661624,0.29587610300738343,1,0.005978750225103635,1.9051285724318852
38,Sun,2021-05-23,21:00 (14:00),H,Rennes,Nîmes,NA,Roazhon Park,Willy Delajod,Match Report,2021,2.5,2,1.75,1.75,1.3,5.75,9,1.34,5.75,7.75,1.33,5.75,8.5,1.32,5.9,9.41,1.32,5.25,9,1.3,5.25,9,1.36,6.2,9.7,1.32,5.64,8.78,1,0.7355315297686024,0.16134240007827405,0.10312607015312364,1,3.228804852992706e-4,1.9054514529171844
38,Sun,2021-05-23,16:00 (10:00),A,Leicester City,Tottenham,8000,King Power Stadium,Anthony Taylor,Match Report,2021,1.5,1.75,1.25,1.75,2,4,3.3,2,3.9,3.4,2.05,3.85,3.3,2.06,4.19,3.35,2.05,3.9,3.3,2,3.75,3.5,2.11,4.2,3.5,2.04,4.02,3.33,1,0.4750056548292242,0.23863379325944356,0.2863605519113323,1,0.0022619316896630437,1.9077133846068475
38,Sun,2021-05-23,16:00 (10:00),H,Leeds United,West Brom,8000,Elland Road,David Coote,Match Report,2021,2,1.5,1,2,1.4,5.25,6.5,1.45,5,6.25,1.45,5.25,6.25,1.45,5.24,6.54,1.42,5,7,1.4,5,7,1.49,5.5,7,1.44,5.18,6.51,1,0.673960612691466,0.18258205689277898,0.14345733041575492,0.9999999999999999,0.0042013129102842495,1.9119146975171317
38,Sun,2021-05-23,16:00 (10:00),A,Fulham,Newcastle Utd,2000,Craven Cottage,Chris Kavanagh,Match Report,2021,0,0.25,1.75,1.75,2.05,3.8,3.3,2.1,3.8,3.2,2.05,3.8,3.3,2.08,3.94,3.41,2.15,3.6,3.25,2.1,3.7,3.3,2.21,3.97,3.45,2.09,3.81,3.32,1,0.4551133588306247,0.2533502576865694,0.29153638348280597,1,0.00580052301568057,1.9177152205328123
1,Sun,2021-08-08,13:00 (06:00),D,Rennes,Lens,22567,Roazhon Park,Bastien Dechepy,Match Report,2021,2.5,2.25,1,1,2,3.4,3.75,2,3.5,3.8,2.05,3.5,3.65,2.06,3.61,3.85,2,3.4,3.7,2,3.3,3.7,2.08,3.69,4.13,2.02,3.5,3.71,1,0.4837186124239414,0.2726652341034683,0.24361615347259036,1,0.0061347138417982006,1.9238499343746105
1,Sat,2021-08-14,15:30 (08:30),D,Union Berlin,Leverkusen,11000,Stadion An der Alten Försterei,Tobias Reichel,Match Report,2021,2.5,2,0.5,0.25,2.75,3.4,2.55,2.75,3.4,2.55,2.75,3.35,2.55,2.83,3.44,2.65,2.8,3.2,2.55,2.7,3.4,2.55,2.89,3.59,2.7,2.79,3.36,2.57,1,0.34777959965699234,0.2799674214508936,0.372252978892114,1,0.005083043008707877,1.9289329773833184
1,Sun,2021-08-15,14:00 (08:00),A,Newcastle Utd,West Ham,50673,St. James' Park,Martin Atkinson,Match Report,2021,1.5,1.75,1.75,2,3.2,3.5,2.2,3.3,3.4,2.2,3.15,3.45,2.25,3.21,3.59,2.32,3.1,3.4,2.25,3.25,3.4,2.25,3.36,3.61,2.36,3.2,3.51,2.26,1,0.29810908785533335,0.2774644141811413,0.4244264979635254,1,0.0016465351939198847,1.9305795125772383
2,Sat,2021-08-21,15:30 (08:30),A,Hertha BSC,Wolfsburg,18241,Olympiastadion Berlin,Matthias Jöllenbeck,Match Report,2021,1.5,1.25,1.75,2.5,3,3.4,2.37,2.95,3.5,2.35,3.05,3.45,2.3,3.21,3.51,2.35,3.1,3.3,2.3,3,3.5,2.3,3.25,3.6,2.44,3.06,3.44,2.33,1,0.3091433800239319,0.27908777363271625,0.41176884634335187,1,0.004715985077778484,1.9352954976550167
2,Sat,2021-08-21,15:00 (09:00),H,Aston Villa,Newcastle Utd,41964,Villa Park,David Coote,Match Report,2021,1.25,1.25,2.5,2.25,1.8,3.75,4.33,1.8,3.9,4.25,1.83,3.8,4.1,1.83,3.99,4.4,1.8,3.75,4.2,1.8,3.75,4.5,1.87,4.2,4.5,1.82,3.92,4.25,1,0.5374051010833405,0.23927322357758252,0.22332167533907704,1,0.004947539025846881,1.9402430366808636
2,Fri,2021-08-27,20:45 (13:45),A,Hellas Verona,Inter,11214,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello,Match Report,2021,0.75,1.5,1.25,1.5,5.5,4.33,1.55,5.5,4.33,1.57,5.25,4.1,1.63,5.81,4.14,1.64,5.8,4.2,1.57,6,4.1,1.55,6,4.35,1.69,5.58,4.17,1.61,1,0.1686452634114449,0.23261415642957917,0.5987405801589759,1,0.011871580468669318,1.952114617149533
2,Sat,2021-08-28,18:30 (11:30),H,Lazio,Spezia,20000,Stadio Olimpico,Federico Dionisi,Match Report,2021,2.5,2,0.75,1.25,1.33,4.75,9.5,1.36,5,8.75,1.35,5.5,8,1.36,5.48,9.14,1.33,5.25,9.5,1.3,5.25,10,1.41,5.65,10,1.36,5.23,8.74,1,0.7191360185320717,0.17946580285490632,0.1013981786130221,1,0.013981786130220941,1.9660964032797539
4,Sat,2021-08-28,17:00 (10:00),H,Nice,Bordeaux,NA,Stade de Nice,Jérémie Pignard,Match Report,2021,1.75,1.5,1,1.25,1.6,4.2,5.25,1.65,4.1,5,1.65,3.95,5.25,1.68,4,5.54,1.6,3.9,5.25,1.62,3.8,5.25,1.7,4.25,5.7,1.65,3.98,5.26,1,0.5888429752066116,0.23553719008264465,0.17561983471074377,1,0.0010330578512396382,1.9671294611309935
